CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MC,17-03-2020,25,22,4,0,0
MC,18-03-2020,45,36,6,0,0
MC,19-03-2020,37,47,11,0,0
MC,20-03-2020,36,61,14,1,0
MC,21-03-2020,56,78,16,0,0
MC,22-03-2020,49,80,23,1,0
MC,23-03-2020,40,99,26,1,0
MC,24-03-2020,92,127,33,2,0
MC,25-03-2020,119,172,36,3,0
MC,26-03-2020,118,209,53,7,0
MC,27-03-2020,88,231,58,2,0
MC,28-03-2020,70,260,58,3,0
MC,29-03-2020,67,265,58,5,0
MC,30-03-2020,35,283,59,9,0
MC,31-03-2020,67,304,59,3,0
MC,01-04-2020,43,389,68,5,0
MC,02-04-2020,61,405,72,4,0
MC,03-04-2020,43,434,79,5,0
MC,04-04-2020,47,447,80,8,0
MC,05-04-2020,24,468,81,9,0
MC,06-04-2020,0,500,84,10,0
MC,07-04-2020,38,515,86,7,0
MC,08-04-2020,25,533,87,3,0
MC,09-04-2020,16,533,88,2,0
MC,10-04-2020,33,533,88,4,0
MC,11-04-2020,9,537,91,3,0
MC,12-04-2020,7,543,94,4,0
MC,13-04-2020,6,566,96,5,0
MC,14-04-2020,7,574,97,3,0
MC,15-04-2020,16,575,97,2,0
MC,16-04-2020,8,585,99,1,0
MC,17-04-2020,6,611,102,3,0
MC,18-04-2020,8,612,102,1,0
MC,19-04-2020,2,612,103,1,0
MC,20-04-2020,5,614,104,3,0
MC,21-04-2020,10,622,104,3,0
MC,22-04-2020,5,624,104,1,0
MC,23-04-2020,8,625,105,1,0
MC,24-04-2020,0,625,105,1,0
MC,25-04-2020,6,627,106,1,0
MC,26-04-2020,0,627,106,1,0
MC,27-04-2020,1,629,106,2,0
MC,28-04-2020,5,635,106,0,0
MC,29-04-2020,6,637,108,0,0
MC,30-04-2020,2,638,109,2,0
MC,01-05-2020,3,639,110,0,0
MC,02-05-2020,1,641,110,2,0
MC,03-05-2020,0,645,110,0,0
MC,04-05-2020,4,650,111,2,0
MC,05-05-2020,2,650,111,0,0
MC,06-05-2020,3,652,111,1,0
MC,07-05-2020,3,659,112,0,0
MC,08-05-2020,2,662,112,1,0
MC,09-05-2020,2,662,112,1,0
MC,10-05-2020,9,665,112,0,0
MC,11-05-2020,0,665,112,0,0
MC,12-05-2020,8,666,112,3,0
MC,13-05-2020,7,672,112,0,0
MC,14-05-2020,2,675,112,1,0
MC,15-05-2020,8,676,112,1,0
MC,16-05-2020,9,676,112,0,0
MC,17-05-2020,5,678,112,1,0
MC,18-05-2020,2,679,112,0,0
MC,19-05-2020,2,679,112,3,0
MC,20-05-2020,10,680,112,1,0
NC,20-02-2020,0,0,0,0,0
NC,21-02-2020,0,0,0,0,0
NC,22-02-2020,0,0,0,0,0
NC,23-02-2020,0,0,0,0,0
NC,24-02-2020,0,0,0,0,0
NC,25-02-2020,0,0,0,0,0
NC,26-02-2020,0,0,0,0,0
NC,27-02-2020,0,0,0,0,0
NC,28-02-2020,0,0,0,0,0
NC,29-02-2020,1,0,0,0,0
NC,01-03-2020,0,0,0,0,0
NC,02-03-2020,0,0,0,0,0
NC,03-03-2020,2,0,0,0,0
NC,04-03-2020,0,0,0,0,0
NC,05-03-2020,0,0,0,0,0
NC,06-03-2020,0,0,0,0,0
NC,07-03-2020,0,0,0,0,0
NC,08-03-2020,0,0,1,0,0
NC,09-03-2020,9,0,2,0,0
NC,10-03-2020,34,10,3,0,0
NC,11-03-2020,27,17,3,0,0
NC,12-03-2020,57,28,4,0,0
NC,13-03-2020,16,28,4,0,0
NC,14-03-2020,37,34,4,0,0
NC,15-03-2020,91,58,5,1,0
NC,16-03-2020,39,72,10,1,0
NC,17-03-2020,73,93,10,1,0
NC,18-03-2020,96,132,11,1,0
NC,19-03-2020,72,172,19,1,0
NC,20-03-2020,110,222,25,4,0
NC,21-03-2020,130,288,30,5,0
NC,22-03-2020,92,339,40,10,0
NC,23-03-2020,128,405,45,7,0
NC,24-03-2020,183,506,51,2,0
NC,25-03-2020,214,649,54,16,0
NC,26-03-2020,230,732,75,9,0
NC,27-03-2020,188,827,84,12,0
NC,28-03-2020,182,896,90,14,0
NC,29-03-2020,135,955,96,18,0
NC,30-03-2020,159,1035,99,11,0
NC,31-03-2020,192,1120,104,17,0
NC,01-04-2020,185,1181,108,11,0
NC,02-04-2020,154,1284,119,10,0
NC,03-04-2020,136,1341,120,20,0
NC,04-04-2020,101,1399,123,7,0
NC,05-04-2020,158,1432,124,9,0
NC,06-04-2020,124,1488,124,15,0
NC,07-04-2020,112,1526,124,4,0
NC,08-04-2020,108,1526,124,8,0
NC,09-04-2020,173,1620,124,4,0
NC,10-04-2020,69,1641,124,9,0
NC,11-04-2020,152,1663,124,5,0
NC,12-04-2020,123,1693,124,7,0
NC,13-04-2020,58,1705,124,10,0
NC,14-04-2020,96,1731,124,3,0
NC,15-04-2020,102,1752,124,9,0
NC,16-04-2020,85,1781,124,77,0
NC,17-04-2020,0,1829,127,16,0
NC,18-04-2020,64,1843,127,15,0
NC,19-04-2020,36,1856,128,16,0
NC,20-04-2020,26,1877,128,12,0
NC,21-04-2020,56,1894,128,4,0
NC,22-04-2020,46,1907,129,8,0
NC,23-04-2020,4,1915,129,8,0
NC,24-04-2020,46,1937,129,12,0
NC,25-04-2020,85,1942,129,2,0
NC,26-04-2020,21,1942,130,1,0
NC,27-04-2020,26,1945,130,0,0
NC,28-04-2020,35,1951,130,16,0
NC,29-04-2020,21,1965,132,3,0
NC,30-04-2020,33,1977,132,7,0
NC,01-05-2020,40,1979,132,2,0
NC,02-05-2020,14,1986,133,2,0
NC,03-05-2020,16,1990,133,4,0
NC,04-05-2020,18,1995,134,5,0
NC,05-05-2020,30,2005,135,5,0
NC,06-05-2020,17,2015,135,4,0
NC,07-05-2020,23,2015,135,4,0
NC,08-05-2020,33,2021,135,3,0
NC,09-05-2020,13,2023,135,1,0
NC,10-05-2020,13,2029,135,2,0
NC,11-05-2020,16,2039,135,3,0
NC,12-05-2020,13,2042,135,1,0
NC,13-05-2020,11,2045,135,4,0
NC,14-05-2020,11,2045,136,2,0
NC,15-05-2020,21,2045,136,1,0
NC,16-05-2020,11,2045,136,2,0
NC,17-05-2020,30,2045,136,0,0
NC,18-05-2020,5,2045,136,0,0
NC,19-05-2020,9,2048,136,0,0
NC,20-05-2020,3,2048,136,3,0
PV,20-02-2020,0,0,0,0,0
PV,21-02-2020,0,0,0,0,0
PV,22-02-2020,0,0,0,0,0
PV,23-02-2020,0,0,0,0,0
PV,24-02-2020,0,0,0,0,0
PV,25-02-2020,0,0,0,0,0
PV,26-02-2020,0,0,0,0,0
PV,27-02-2020,0,0,0,0,0
PV,28-02-2020,2,0,0,0,0
PV,29-02-2020,1,0,0,0,0
PV,01-03-2020,6,0,0,0,0
PV,02-03-2020,4,0,0,0,0
PV,03-03-2020,4,0,0,0,0
PV,04-03-2020,0,0,0,0,0
PV,05-03-2020,28,0,0,0,0
PV,06-03-2020,0,0,0,0,0
PV,07-03-2020,25,0,0,0,0
PV,08-03-2020,79,0,5,6,0
PV,09-03-2020,46,0,5,0,0
PV,10-03-2020,30,102,15,0,0
PV,11-03-2020,121,146,18,5,0
PV,12-03-2020,71,179,20,3,0
PV,13-03-2020,104,179,22,0,0
PV,14-03-2020,109,262,29,9,0
PV,15-03-2020,0,262,29,0,0
PV,16-03-2020,135,309,33,13,0
PV,17-03-2020,208,353,37,4,0
PV,18-03-2020,217,455,44,13,0
PV,19-03-2020,275,550,53,18,0
PV,20-03-2020,260,654,71,14,0
PV,21-03-2020,372,988,81,12,0
PV,22-03-2020,324,1252,92,23,0
PV,23-03-2020,307,1425,106,13,0
PV,24-03-2020,543,1577,119,22,0
PV,25-03-2020,675,1907,137,25,0
PV,26-03-2020,655,2270,154,27,0
PV,27-03-2020,535,2612,176,34,0
PV,28-03-2020,604,3106,271,24,0
PV,29-03-2020,317,3427,293,32,0
PV,30-03-2020,263,3594,307,28,0
PV,31-03-2020,518,3806,324,44,0
PV,01-04-2020,479,4087,344,43,0
PV,02-04-2020,510,4283,363,32,0
PV,03-04-2020,360,4522,377,33,0
PV,04-04-2020,441,4666,404,38,0
PV,05-04-2020,182,4794,410,33,0
PV,06-04-2020,164,4856,417,38,0
PV,07-04-2020,418,4982,430,49,0
PV,08-04-2020,348,5130,433,54,0
PV,09-04-2020,252,5290,442,40,0
PV,10-04-2020,321,5402,453,36,0
PV,11-04-2020,201,5547,459,39,0
PV,12-04-2020,160,5622,464,27,0
PV,13-04-2020,171,5679,470,28,0
PV,14-04-2020,169,5750,471,43,0
PV,15-04-2020,189,5863,478,54,0
PV,16-04-2020,200,5939,484,36,0
PV,17-04-2020,150,6030,490,28,0
PV,18-04-2020,178,6086,499,42,0
PV,19-04-2020,58,6109,501,19,0
PV,20-04-2020,54,6141,507,22,0
PV,21-04-2020,131,6201,513,21,0
PV,22-04-2020,120,6260,516,43,0
PV,23-04-2020,110,6315,518,26,0
PV,24-04-2020,162,6375,525,19,0
PV,25-04-2020,89,6426,533,18,0
PV,26-04-2020,58,6457,538,11,0
PV,27-04-2020,51,6482,539,14,0
PV,28-04-2020,55,6522,540,19,0
PV,29-04-2020,82,6561,541,22,0
PV,30-04-2020,123,6607,544,16,0
PV,01-05-2020,75,6659,551,9,0
PV,02-05-2020,45,6692,553,8,0
PV,03-05-2020,12,6719,554,12,0
PV,04-05-2020,31,6736,556,12,0
PV,05-05-2020,34,6781,559,11,0
PV,06-05-2020,33,6797,561,19,0
PV,07-05-2020,50,6818,566,7,0
PV,08-05-2020,57,6865,568,13,0
PV,09-05-2020,32,6902,571,15,0
PV,10-05-2020,10,6922,573,5,0
PV,11-05-2020,28,6929,574,6,0
PV,12-05-2020,29,6955,575,13,0
PV,13-05-2020,43,6994,577,12,0
PV,14-05-2020,29,7009,578,0,0
PV,15-05-2020,16,7011,578,1,0
PV,16-05-2020,16,7015,578,4,0
PV,17-05-2020,7,7016,578,7,0
PV,18-05-2020,15,7021,578,4,0
PV,19-05-2020,26,7024,578,10,0
PV,20-05-2020,9,7032,578,3,0
RI,20-02-2020,0,0,0,0,0
RI,21-02-2020,0,0,0,0,0
RI,22-02-2020,0,0,0,0,0
RI,23-02-2020,0,0,0,0,0
RI,24-02-2020,0,0,0,0,0
RI,25-02-2020,0,0,0,0,0
RI,26-02-2020,0,0,0,0,0
RI,27-02-2020,0,0,0,0,0
RI,28-02-2020,0,0,0,0,0
RI,29-02-2020,0,0,0,0,0
RI,01-03-2020,1,0,0,0,0
RI,02-03-2020,1,0,0,0,0
RI,03-03-2020,5,0,0,0,0
RI,04-03-2020,10,0,0,0,0
RI,05-03-2020,12,0,0,0,0
RI,06-03-2020,18,0,0,0,0
RI,07-03-2020,23,0,0,0,0
RI,08-03-2020,32,0,1,0,0
RI,09-03-2020,53,0,1,1,0
RI,10-03-2020,30,13,1,1,0
RI,11-03-2020,35,21,1,0,0
RI,12-03-2020,39,27,2,1,0
RI,13-03-2020,33,38,2,0,0
RI,14-03-2020,8,58,7,0,0
RI,15-03-2020,12,64,13,1,0
RI,16-03-2020,43,82,13,1,0
RI,17-03-2020,64,99,13,0,0
RI,18-03-2020,49,121,15,0,0
RI,19-03-2020,29,122,15,2,0
RI,20-03-2020,67,128,17,8,0
RI,21-03-2020,90,134,17,3,0
RI,22-03-2020,93,166,22,4,0
RI,23-03-2020,55,206,24,8,0
RI,24-03-2020,126,254,33,7,0
RI,25-03-2020,67,316,36,6,0
RI,26-03-2020,241,388,43,12,0
RI,27-03-2020,200,458,43,10,0
RI,28-03-2020,193,497,43,3,0
RI,29-03-2020,104,517,43,3,0
RI,30-03-2020,77,575,51,14,0
RI,31-03-2020,150,619,54,5,0
RI,01-04-2020,123,660,57,11,0
RI,02-04-2020,141,738,64,8,0
RI,03-04-2020,181,805,64,19,0
RI,04-04-2020,187,855,66,6,0
RI,05-04-2020,127,888,66,7,0
RI,06-04-2020,127,918,66,19,0
RI,07-04-2020,105,955,68,17,0
RI,08-04-2020,75,997,69,5,0
RI,09-04-2020,50,1047,71,14,0
RI,10-04-2020,147,1082,73,11,0
RI,11-04-2020,56,1122,73,12,0
RI,12-04-2020,79,1141,73,4,0
RI,13-04-2020,62,1152,74,11,0
RI,14-04-2020,37,1182,75,12,0
RI,15-04-2020,82,1207,75,11,0
RI,16-04-2020,8,1226,76,5,0
RI,17-04-2020,36,1249,78,10,0
RI,18-04-2020,53,1268,79,5,0
RI,19-04-2020,28,1282,79,8,0
RI,20-04-2020,20,1297,81,9,0
RI,21-04-2020,20,1318,81,4,0
RI,22-04-2020,37,1331,82,5,0
RI,23-04-2020,49,1344,82,4,0
RI,24-04-2020,31,1360,83,4,0
RI,25-04-2020,40,1380,84,4,0
RI,26-04-2020,31,1392,85,5,0
RI,27-04-2020,5,1400,87,6,0
RI,28-04-2020,13,1413,87,4,0
RI,29-04-2020,8,1424,88,2,0
RI,30-04-2020,18,1433,88,1,0
RI,01-05-2020,11,1439,88,1,0
RI,02-05-2020,5,1446,88,1,0
RI,03-05-2020,9,1449,88,0,0
RI,04-05-2020,6,1452,90,1,0
RI,05-05-2020,13,1458,91,1,0
RI,06-05-2020,6,1463,91,1,0
RI,07-05-2020,6,1469,91,4,0
RI,08-05-2020,8,1473,91,2,0
RI,09-05-2020,8,1474,91,2,0
RI,10-05-2020,0,1475,91,0,0
RI,11-05-2020,0,1478,91,1,0
RI,12-05-2020,1,1481,91,1,0
RI,13-05-2020,5,1484,91,0,0
RI,14-05-2020,2,1488,91,0,0
RI,15-05-2020,4,1490,91,0,0
RI,16-05-2020,4,1496,91,1,0
RI,17-05-2020,0,1496,91,2,0
RI,18-05-2020,3,1498,91,1,0
RI,19-05-2020,6,1499,91,1,0
RI,20-05-2020,0,1504,91,1,0
